"interaction","resource","consumer"
1,1,1
2,1,2
3,1,7
4,1,9
5,1,11
6,1,12
7,1,13
8,2,1
9,2,2
10,2,3
11,2,7
12,2,9
13,2,10
14,3,1
15,3,3
16,3,4
17,3,8
18,4,2
19,4,3
20,4,8
21,5,2
22,5,3
23,5,4
24,6,1
25,6,2
26,6,4
27,7,3
28,7,4
29,8,1
30,8,2
31,9,1
32,9,3
33,10,1
34,10,5
35,11,5
36,12,6
37,13,2
38,14,6
39,15,5
40,16,2
41,17,1
42,18,2
43,19,6
44,20,1
45,21,4
46,22,1
47,23,2
48,24,3
49,25,1
