"interaction","resource","consumer"
1,1,1
2,1,2
3,1,3
4,1,4
5,1,5
6,2,1
7,2,2
8,2,5
9,2,6
10,3,1
11,3,2
12,3,3
13,3,4
14,4,1
15,4,4
16,4,5
17,4,6
18,5,1
19,5,3
20,6,1
21,6,2
22,7,1
