"interaction","resource","consumer"
1,1,1
2,1,2
3,1,3
4,1,4
5,1,5
6,2,2
7,2,4
8,2,6
9,2,7
10,3,1
11,3,3
12,4,1
13,4,2
14,5,1
15,6,1
