"interaction","resource","consumer"
1,1,1
2,1,2
3,1,3
4,1,4
5,1,6
6,1,8
7,1,9
8,1,11
9,1,13
10,1,14
11,1,15
12,2,1
13,2,2
14,2,4
15,2,7
16,3,5
17,3,12
18,4,3
19,4,10
