"interaction","resource","consumer"
167,6,12
168,6,13
169,6,14
170,6,16
171,6,20
172,6,21
173,6,24
174,6,26
175,6,27
176,6,30
177,6,33
178,6,34
179,6,35
180,6,38
181,6,39
182,6,40
183,6,48
184,6,61
185,7,1
186,7,2
187,7,3
188,7,4
189,7,5
190,7,6
191,7,7
192,7,8
193,7,9
194,7,10
195,7,11
196,7,12
197,7,13
198,7,14
199,7,16
200,7,17
201,7,18
202,7,19
203,7,20
204,7,21
205,7,23
206,7,25
207,7,26
208,7,30
209,7,34
210,7,40
211,7,45
212,8,1
213,8,2
214,8,3
215,8,4
216,8,5
217,8,6
218,8,7
219,8,8
220,8,9
221,8,10
222,8,11
223,8,12
224,8,13
225,8,15
226,8,16
227,8,18
228,8,19
229,8,20
230,8,21
231,8,22
232,8,24
233,8,27
234,8,30
235,8,31
236,8,33
237,8,41
238,9,1
239,9,2
240,9,3
241,9,4
242,9,7
243,9,8
244,9,10
245,9,12
246,9,14
247,9,15
248,9,17
249,9,18
250,9,19
251,9,22
252,9,23
253,9,25
254,9,26
255,9,28
256,9,29
257,9,31
258,9,32
259,9,36
260,9,37
261,9,51
262,9,56
263,10,1
264,10,2
265,10,3
266,10,4
267,10,5
268,10,6
269,10,8
270,10,9
271,10,10
272,10,11
273,10,12
274,10,13
275,10,14
276,10,15
277,10,17
278,10,19
279,10,22
280,10,23
281,10,25
282,10,28
283,10,33
284,10,47
285,10,55
286,10,57
287,10,59
288,11,1
289,11,2
290,11,3
291,11,4
292,11,5
293,11,6
294,11,7
295,11,10
296,11,12
297,11,14
298,11,15
299,11,17
300,11,18
301,11,19
302,11,22
303,11,23
304,11,25
305,11,26
306,11,28
307,11,29
308,11,31
309,11,32
310,11,36
311,11,42
312,12,1
313,12,2
314,12,3
315,12,4
316,12,5
317,12,6
318,12,7
319,12,8
320,12,9
321,12,10
322,12,11
323,12,12
324,12,13
325,12,14
326,12,15
327,12,16
328,12,17
329,12,21
330,12,22
331,12,23
332,12,24
333,12,26
334,12,27
335,13,1
336,13,2
337,13,3
338,13,4
339,13,5
340,13,6
341,13,7
342,13,8
343,13,9
344,13,11
345,13,13
346,13,16
347,13,18
348,13,20
349,13,21
350,13,24
351,13,27
352,13,35
353,13,38
354,13,43
355,13,44
356,13,46
357,14,1
358,14,2
359,14,3
360,14,4
361,14,5
362,14,6
363,14,7
364,14,8
365,14,9
366,14,10
367,14,11
368,14,12
369,14,13
370,14,15
371,14,16
372,14,18
373,14,19
374,14,21
375,14,28
376,14,30
377,14,40
378,14,58
379,15,1
380,15,2
381,15,3
382,15,4
383,15,5
384,15,6
385,15,9
386,15,10
387,15,11
388,15,12
389,15,13
390,15,14
391,15,15
392,15,22
393,15,25
394,15,28
395,16,1
396,16,2
397,16,3
398,16,4
399,16,6
400,16,8
401,16,9
402,16,12
403,16,14
404,16,15
405,16,17
406,16,19
407,16,24
408,16,25
409,16,31
410,16,32
411,17,1
412,17,3
413,17,4
414,17,5
415,17,6
416,17,7
417,17,8
418,17,9
419,17,11
420,17,16
421,17,20
422,17,24
423,17,27
424,17,33
425,17,34
426,18,1
427,18,2
428,18,3
429,18,4
430,18,5
431,18,6
432,18,7
433,18,8
434,18,9
435,18,10
436,18,11
437,18,16
438,18,20
439,18,34
440,19,1
441,19,2
442,19,3
443,19,5
444,19,6
445,19,7
446,19,9
447,19,14
448,19,16
449,19,20
450,19,27
451,19,34
452,19,41
453,20,2
454,20,4
455,20,6
456,20,8
457,20,15
458,20,17
459,20,19
460,20,22
461,20,23
462,20,29
463,20,37
464,21,1
465,21,2
466,21,4
467,21,5
468,21,7
469,21,8
470,21,9
471,21,11
472,21,15
473,21,20
474,21,21
475,22,3
476,22,5
477,22,7
478,22,9
479,22,16
480,22,18
481,22,20
482,22,21
483,22,27
484,22,38
485,22,41
486,23,1
487,23,2
488,23,5
489,23,6
490,23,7
491,23,10
492,23,11
493,23,17
494,23,31
495,24,3
496,24,10
497,24,12
498,24,13
499,24,23
500,24,47
