"interaction","resource","consumer"
1,1,1
2,1,2
3,1,3
4,1,6
5,1,7
6,2,1
7,2,2
8,2,3
9,2,5
10,3,1
11,3,2
12,3,3
13,4,4
14,4,6
15,4,10
16,5,1
17,5,2
18,5,3
19,6,1
20,6,7
21,6,8
22,7,1
23,7,4
24,8,8
25,8,12
26,9,1
27,9,2
28,10,9
29,11,5
30,12,11
31,13,13
32,14,4
