"interaction","resource","consumer"
1,1,1
2,1,2
3,1,3
4,1,4
5,1,5
6,1,6
7,1,7
8,1,8
9,1,9
10,1,11
11,1,14
12,1,15
13,1,17
14,1,18
15,2,1
16,2,3
17,2,4
18,2,5
19,2,6
20,2,8
21,2,9
22,2,10
23,2,16
24,3,1
25,3,3
26,3,4
27,3,5
28,3,6
29,3,9
30,3,10
31,4,1
32,4,2
33,4,3
34,4,8
35,4,12
36,4,13
37,5,1
38,5,2
39,5,3
40,5,4
41,5,7
42,5,10
43,6,1
44,6,2
45,6,12
46,6,13
47,7,1
48,7,2
49,7,11
50,8,1
51,8,7
