"interaction","resource","consumer"
1,1,1
2,1,2
3,1,3
4,1,4
5,1,5
6,1,6
7,1,8
8,1,12
9,2,2
10,2,3
11,2,7
12,2,11
13,3,1
14,3,2
15,3,7
16,4,1
17,4,2
18,4,10
19,5,4
20,5,5
21,5,6
22,6,5
23,6,6
24,7,1
25,7,4
26,8,1
27,8,3
28,9,1
29,9,9
30,10,3
