"interaction","resource","consumer"
1,1,1
2,1,2
3,1,3
4,1,4
5,2,1
6,2,2
7,2,3
8,2,4
9,3,1
10,3,2
11,3,3
12,3,4
13,4,1
14,4,2
15,4,3
16,4,4
17,5,1
18,5,2
19,5,3
20,6,1
21,6,2
22,6,4
23,7,1
24,7,2
25,8,1
26,8,4
27,9,1
28,9,2
29,10,1
30,11,1
31,12,3
